Iso_code,Country,Region,Indicator,Category,Sex,Year,Unity,Value
GTM,Guatemala,Americas,Violent offences,Serious assault,Total,2007,Counts,6238
HKG,"China, Hong Kong Special Administrative Region",Asia,Violent offences,Serious assault,Total,2007,Counts,8660
HRV,Croatia,Europe,Violent offences,Serious assault,Total,2007,Counts,1093
HUN,Hungary,Europe,Violent offences,Serious assault,Total,2007,Counts,11148
IND,India,Asia,Violent offences,Serious assault,Total,2007,Counts,273067
IRL,Ireland,Europe,Violent offences,Serious assault,Total,2007,Counts,15147
ISL,Iceland,Europe,Violent offences,Serious assault,Total,2007,Counts,50
ISR,Israel,Asia,Violent offences,Serious assault,Total,2007,Counts,45025
ITA,Italy,Europe,Violent offences,Serious assault,Total,2007,Counts,63602
JPN,Japan,Asia,Violent offences,Serious assault,Total,2007,Counts,62952
KAZ,Kazakhstan,Asia,Violent offences,Serious assault,Total,2007,Counts,1988
KEN,Kenya,Africa,Violent offences,Serious assault,Total,2007,Counts,12089
KGZ,Kyrgyzstan,Asia,Violent offences,Serious assault,Total,2007,Counts,343
KOR,Republic of Korea,Asia,Violent offences,Serious assault,Total,2007,Counts,294728
KWT,Kuwait,Asia,Violent offences,Serious assault,Total,2007,Counts,732
LIE,Liechtenstein,Europe,Violent offences,Serious assault,Total,2007,Counts,68
LSO,Lesotho,Africa,Violent offences,Serious assault,Total,2007,Counts,9337
LTU,Lithuania,Europe,Violent offences,Serious assault,Total,2007,Counts,287
LUX,Luxembourg,Europe,Violent offences,Serious assault,Total,2007,Counts,2030
LVA,Latvia,Europe,Violent offences,Serious assault,Total,2007,Counts,1256
MAR,Morocco,Africa,Violent offences,Serious assault,Total,2007,Counts,31432
MDA,Republic of Moldova,Europe,Violent offences,Serious assault,Total,2007,Counts,408
MEX,Mexico,Americas,Violent offences,Serious assault,Total,2007,Counts,261295
MKD,North Macedonia,Europe,Violent offences,Serious assault,Total,2007,Counts,349
MNG,Mongolia,Asia,Violent offences,Serious assault,Total,2007,Counts,4614
MOZ,Mozambique,Africa,Violent offences,Serious assault,Total,2007,Counts,724
MUS,Mauritius,Africa,Violent offences,Serious assault,Total,2007,Counts,140
NGA,Nigeria,Africa,Violent offences,Serious assault,Total,2007,Counts,15136
NLD,Netherlands (Kingdom of the),Europe,Violent offences,Serious assault,Total,2007,Counts,71570
NOR,Norway,Europe,Violent offences,Serious assault,Total,2007,Counts,3312
NZL,New Zealand,Oceania,Violent offences,Serious assault,Total,2007,Counts,11569
OMN,Oman,Asia,Violent offences,Serious assault,Total,2007,Counts,1790
PAN,Panama,Americas,Violent offences,Serious assault,Total,2007,Counts,6450
PER,Peru,Americas,Violent offences,Serious assault,Total,2007,Counts,54265
PRT,Portugal,Europe,Violent offences,Serious assault,Total,2007,Counts,37389
PRY,Paraguay,Americas,Violent offences,Serious assault,Total,2007,Counts,1048
ROU,Romania,Europe,Violent offences,Serious assault,Total,2007,Counts,9586
RUS,Russian Federation,Europe,Violent offences,Serious assault,Total,2007,Counts,47348
SEN,Senegal,Africa,Violent offences,Serious assault,Total,2007,Counts,181
SGP,Singapore,Asia,Violent offences,Serious assault,Total,2007,Counts,403
SLB,Solomon Islands,Oceania,Violent offences,Serious assault,Total,2007,Counts,1184
SLE,Sierra Leone,Africa,Violent offences,Serious assault,Total,2007,Counts,18620
SLV,El Salvador,Americas,Violent offences,Serious assault,Total,2007,Counts,2971
SRB,Serbia,Europe,Violent offences,Serious assault,Total,2007,Counts,1681
STP,Sao Tome and Principe,Africa,Violent offences,Serious assault,Total,2007,Counts,4
SVK,Slovakia,Europe,Violent offences,Serious assault,Total,2007,Counts,2967
SVN,Slovenia,Europe,Violent offences,Serious assault,Total,2007,Counts,2482
SWE,Sweden,Europe,Violent offences,Serious assault,Total,2007,Counts,82262
SYR,Syrian Arab Republic,Asia,Violent offences,Serious assault,Total,2007,Counts,653
THA,Thailand,Asia,Violent offences,Serious assault,Total,2007,Counts,26620
TJK,Tajikistan,Asia,Violent offences,Serious assault,Total,2007,Counts,5730
TTO,Trinidad and Tobago,Americas,Violent offences,Serious assault,Total,2007,Counts,680
TUR,Türkiye,Asia,Violent offences,Serious assault,Total,2007,Counts,121913
UGA,Uganda,Africa,Violent offences,Serious assault,Total,2007,Counts,28839
UKR,Ukraine,Europe,Violent offences,Serious assault,Total,2007,Counts,5716
URY,Uruguay,Americas,Violent offences,Serious assault,Total,2007,Counts,656
USA,United States of America,Americas,Violent offences,Serious assault,Total,2007,Counts,866358
VCT,Saint Vincent and the Grenadines,Americas,Violent offences,Serious assault,Total,2007,Counts,1063
ZWE,Zimbabwe,Africa,Violent offences,Serious assault,Total,2007,Counts,63803
ALB,Albania,Europe,Violent offences,Serious assault,Total,2008,Counts,363
AND,Andorra,Europe,Violent offences,Serious assault,Total,2008,Counts,105
ARG,Argentina,Americas,Violent offences,Serious assault,Total,2008,Counts,145240
ARM,Armenia,Asia,Violent offences,Serious assault,Total,2008,Counts,201
AUS,Australia,Oceania,Violent offences,Serious assault,Total,2008,Counts,68019
AUT,Austria,Europe,Violent offences,Serious assault,Total,2008,Counts,3945
BDI,Burundi,Africa,Violent offences,Serious assault,Total,2008,Counts,437
BEL,Belgium,Europe,Violent offences,Serious assault,Total,2008,Counts,76314
BGR,Bulgaria,Europe,Violent offences,Serious assault,Total,2008,Counts,3216
BHR,Bahrain,Asia,Violent offences,Serious assault,Total,2008,Counts,3654
BIH,Bosnia and Herzegovina,Europe,Violent offences,Serious assault,Total,2008,Counts,1474
BLR,Belarus,Europe,Violent offences,Serious assault,Total,2008,Counts,1442
BOL,Bolivia (Plurinational State of),Americas,Violent offences,Serious assault,Total,2008,Counts,6987
BRA,Brazil,Americas,Violent offences,Serious assault,Total,2008,Counts,649996
BRB,Barbados,Americas,Violent offences,Serious assault,Total,2008,Counts,1594
CAN,Canada,Americas,Violent offences,Serious assault,Total,2008,Counts,58419
CHE,Switzerland,Europe,Violent offences,Serious assault,Total,2008,Counts,8893
CHL,Chile,Americas,Violent offences,Serious assault,Total,2008,Counts,23275
CIV,Côte d’Ivoire,Africa,Violent offences,Serious assault,Total,2008,Counts,10124
COL,Colombia,Americas,Violent offences,Serious assault,Total,2008,Counts,36043
CRI,Costa Rica,Americas,Violent offences,Serious assault,Total,2008,Counts,6750
CYP,Cyprus,Asia,Violent offences,Serious assault,Total,2008,Counts,167
CZE,Czechia,Europe,Violent offences,Serious assault,Total,2008,Counts,17875
DEU,Germany,Europe,Violent offences,Serious assault,Total,2008,Counts,518499
DNK,Denmark,Europe,Violent offences,Serious assault,Total,2008,Counts,11203
DZA,Algeria,Africa,Violent offences,Serious assault,Total,2008,Counts,40398
EGY,Egypt,Africa,Violent offences,Serious assault,Total,2008,Counts,120
ESP,Spain,Europe,Violent offences,Serious assault,Total,2008,Counts,72803
EST,Estonia,Europe,Violent offences,Serious assault,Total,2008,Counts,140
FIN,Finland,Europe,Violent offences,Serious assault,Total,2008,Counts,34778
FRA,France,Europe,Violent offences,Serious assault,Total,2008,Counts,187937
GBR_E_W,United Kingdom (England and Wales),Europe,Violent offences,Serious assault,Total,2008,Counts,419119
GBR_NI,United Kingdom (Northern Ireland),Europe,Violent offences,Serious assault,Total,2008,Counts,1549
GBR_S,United Kingdom (Scotland),Europe,Violent offences,Serious assault,Total,2008,Counts,79892
GEO,Georgia,Asia,Violent offences,Serious assault,Total,2008,Counts,200
GRC,Greece,Europe,Violent offences,Serious assault,Total,2008,Counts,8008
GRD,Grenada,Americas,Violent offences,Serious assault,Total,2008,Counts,1285
GTM,Guatemala,Americas,Violent offences,Serious assault,Total,2008,Counts,6960
HKG,"China, Hong Kong Special Administrative Region",Asia,Violent offences,Serious assault,Total,2008,Counts,8410
HRV,Croatia,Europe,Violent offences,Serious assault,Total,2008,Counts,1128
HUN,Hungary,Europe,Violent offences,Serious assault,Total,2008,Counts,12757
IDN,Indonesia,Asia,Violent offences,Serious assault,Total,2008,Counts,33330
IND,India,Asia,Violent offences,Serious assault,Total,2008,Counts,284969
IRL,Ireland,Europe,Violent offences,Serious assault,Total,2008,Counts,16186
IRQ_C,Iraq (Central Iraq),Asia,Violent offences,Serious assault,Total,2008,Counts,13321
ISL,Iceland,Europe,Violent offences,Serious assault,Total,2008,Counts,77
ISR,Israel,Asia,Violent offences,Serious assault,Total,2008,Counts,45432
ITA,Italy,Europe,Violent offences,Serious assault,Total,2008,Counts,65791
JPN,Japan,Asia,Violent offences,Serious assault,Total,2008,Counts,60126
KAZ,Kazakhstan,Asia,Violent offences,Serious assault,Total,2008,Counts,1945
KEN,Kenya,Africa,Violent offences,Serious assault,Total,2008,Counts,11479
KGZ,Kyrgyzstan,Asia,Violent offences,Serious assault,Total,2008,Counts,349
KOR,Republic of Korea,Asia,Violent offences,Serious assault,Total,2008,Counts,305465
KWT,Kuwait,Asia,Violent offences,Serious assault,Total,2008,Counts,644
LBN,Lebanon,Asia,Violent offences,Serious assault,Total,2008,Counts,7950
LIE,Liechtenstein,Europe,Violent offences,Serious assault,Total,2008,Counts,88
LKA,Sri Lanka,Asia,Violent offences,Serious assault,Total,2008,Counts,50466
LSO,Lesotho,Africa,Violent offences,Serious assault,Total,2008,Counts,9957
LTU,Lithuania,Europe,Violent offences,Serious assault,Total,2008,Counts,251
LUX,Luxembourg,Europe,Violent offences,Serious assault,Total,2008,Counts,2317
LVA,Latvia,Europe,Violent offences,Serious assault,Total,2008,Counts,1346
MAC,"China, Macao Special Administrative Region",Asia,Violent offences,Serious assault,Total,2008,Counts,1998
MAR,Morocco,Africa,Violent offences,Serious assault,Total,2008,Counts,30934
MDA,Republic of Moldova,Europe,Violent offences,Serious assault,Total,2008,Counts,385
MEX,Mexico,Americas,Violent offences,Serious assault,Total,2008,Counts,250932
MKD,North Macedonia,Europe,Violent offences,Serious assault,Total,2008,Counts,213
MLT,Malta,Europe,Violent offences,Serious assault,Total,2008,Counts,196
MNE,Montenegro,Europe,Violent offences,Serious assault,Total,2008,Counts,196
MNG,Mongolia,Asia,Violent offences,Serious assault,Total,2008,Counts,5319
MOZ,Mozambique,Africa,Violent offences,Serious assault,Total,2008,Counts,728
MUS,Mauritius,Africa,Violent offences,Serious assault,Total,2008,Counts,148
NGA,Nigeria,Africa,Violent offences,Serious assault,Total,2008,Counts,14692
NLD,Netherlands (Kingdom of the),Europe,Violent offences,Serious assault,Total,2008,Counts,69005
NOR,Norway,Europe,Violent offences,Serious assault,Total,2008,Counts,3279
NZL,New Zealand,Oceania,Violent offences,Serious assault,Total,2008,Counts,11948
OMN,Oman,Asia,Violent offences,Serious assault,Total,2008,Counts,2083
PAN,Panama,Americas,Violent offences,Serious assault,Total,2008,Counts,6739
PER,Peru,Americas,Violent offences,Serious assault,Total,2008,Counts,54356
PRI,Puerto Rico,Americas,Violent offences,Serious assault,Total,2008,Counts,3115
PRT,Portugal,Europe,Violent offences,Serious assault,Total,2008,Counts,33494
PRY,Paraguay,Americas,Violent offences,Serious assault,Total,2008,Counts,2115
ROU,Romania,Europe,Violent offences,Serious assault,Total,2008,Counts,9457
RUS,Russian Federation,Europe,Violent offences,Serious assault,Total,2008,Counts,45436
RWA,Rwanda,Africa,Violent offences,Serious assault,Total,2008,Counts,2249
SEN,Senegal,Africa,Violent offences,Serious assault,Total,2008,Counts,543
SGP,Singapore,Asia,Violent offences,Serious assault,Total,2008,Counts,441
SLB,Solomon Islands,Oceania,Violent offences,Serious assault,Total,2008,Counts,1097
SLE,Sierra Leone,Africa,Violent offences,Serious assault,Total,2008,Counts,19871
SLV,El Salvador,Americas,Violent offences,Serious assault,Total,2008,Counts,3428
SRB,Serbia,Europe,Violent offences,Serious assault,Total,2008,Counts,1582
STP,Sao Tome and Principe,Africa,Violent offences,Serious assault,Total,2008,Counts,1
SVK,Slovakia,Europe,Violent offences,Serious assault,Total,2008,Counts,2702
SVN,Slovenia,Europe,Violent offences,Serious assault,Total,2008,Counts,2135
SWE,Sweden,Europe,Violent offences,Serious assault,Total,2008,Counts,84566
SYR,Syrian Arab Republic,Asia,Violent offences,Serious assault,Total,2008,Counts,559
THA,Thailand,Asia,Violent offences,Serious assault,Total,2008,Counts,18804
TJK,Tajikistan,Asia,Violent offences,Serious assault,Total,2008,Counts,7396
TTO,Trinidad and Tobago,Americas,Violent offences,Serious assault,Total,2008,Counts,771
TUR,Türkiye,Asia,Violent offences,Serious assault,Total,2008,Counts,166430
UGA,Uganda,Africa,Violent offences,Serious assault,Total,2008,Counts,21186
UKR,Ukraine,Europe,Violent offences,Serious assault,Total,2008,Counts,4984
URY,Uruguay,Americas,Violent offences,Serious assault,Total,2008,Counts,768
USA,United States of America,Americas,Violent offences,Serious assault,Total,2008,Counts,843683
VCT,Saint Vincent and the Grenadines,Americas,Violent offences,Serious assault,Total,2008,Counts,1029
XKX,Kosovo under UNSCR 1244,Europe,Violent offences,Serious assault,Total,2008,Counts,3376
ZWE,Zimbabwe,Africa,Violent offences,Serious assault,Total,2008,Counts,51247
ALB,Albania,Europe,Violent offences,Serious assault,Total,2009,Counts,379
AND,Andorra,Europe,Violent offences,Serious assault,Total,2009,Counts,128
ARM,Armenia,Asia,Violent offences,Serious assault,Total,2009,Counts,166
AUS,Australia,Oceania,Violent offences,Serious assault,Total,2009,Counts,71972
AUT,Austria,Europe,Violent offences,Serious assault,Total,2009,Counts,4023
AZE,Azerbaijan,Asia,Violent offences,Serious assault,Total,2009,Counts,184
BDI,Burundi,Africa,Violent offences,Serious assault,Total,2009,Counts,496
BEL,Belgium,Europe,Violent offences,Serious assault,Total,2009,Counts,77665
BGR,Bulgaria,Europe,Violent offences,Serious assault,Total,2009,Counts,3122
BHS,Bahamas,Americas,Violent offences,Serious assault,Total,2009,Counts,2601
BLR,Belarus,Europe,Violent offences,Serious assault,Total,2009,Counts,1318
BLZ,Belize,Americas,Violent offences,Serious assault,Total,2009,Counts,519
BMU,Bermuda,Americas,Violent offences,Serious assault,Total,2009,Counts,702
BOL,Bolivia (Plurinational State of),Americas,Violent offences,Serious assault,Total,2009,Counts,7229
BRA,Brazil,Americas,Violent offences,Serious assault,Total,2009,Counts,651879
BRB,Barbados,Americas,Violent offences,Serious assault,Total,2009,Counts,1610
BWA,Botswana,Africa,Violent offences,Serious assault,Total,2009,Counts,15133
CAN,Canada,Americas,Violent offences,Serious assault,Total,2009,Counts,57002
CHE,Switzerland,Europe,Violent offences,Serious assault,Total,2009,Counts,524
CHL,Chile,Americas,Violent offences,Serious assault,Total,2009,Counts,23816
CMR,Cameroon,Africa,Violent offences,Serious assault,Total,2009,Counts,1486
COL,Colombia,Americas,Violent offences,Serious assault,Total,2009,Counts,55124
CRI,Costa Rica,Americas,Violent offences,Serious assault,Total,2009,Counts,7437
CYP,Cyprus,Asia,Violent offences,Serious assault,Total,2009,Counts,219
CZE,Czechia,Europe,Violent offences,Serious assault,Total,2009,Counts,16887
DEU,Germany,Europe,Violent offences,Serious assault,Total,2009,Counts,149301
DNK,Denmark,Europe,Violent offences,Serious assault,Total,2009,Counts,10573
DZA,Algeria,Africa,Violent offences,Serious assault,Total,2009,Counts,42298
ECU,Ecuador,Americas,Violent offences,Serious assault,Total,2009,Counts,4078
EGY,Egypt,Africa,Violent offences,Serious assault,Total,2009,Counts,134
ESP,Spain,Europe,Violent offences,Serious assault,Total,2009,Counts,80910
EST,Estonia,Europe,Violent offences,Serious assault,Total,2009,Counts,106
FIN,Finland,Europe,Violent offences,Serious assault,Total,2009,Counts,32878
FRA,France,Europe,Violent offences,Serious assault,Total,2009,Counts,220126
GBR_E_W,United Kingdom (England and Wales),Europe,Violent offences,Serious assault,Total,2009,Counts,399713
GBR_NI,United Kingdom (Northern Ireland),Europe,Violent offences,Serious assault,Total,2009,Counts,1605
GBR_S,United Kingdom (Scotland),Europe,Violent offences,Serious assault,Total,2009,Counts,5621
GEO,Georgia,Asia,Violent offences,Serious assault,Total,2009,Counts,134
GRC,Greece,Europe,Violent offences,Serious assault,Total,2009,Counts,7869
GRD,Grenada,Americas,Violent offences,Serious assault,Total,2009,Counts,1175
GTM,Guatemala,Americas,Violent offences,Serious assault,Total,2009,Counts,7603
HKG,"China, Hong Kong Special Administrative Region",Asia,Violent offences,Serious assault,Total,2009,Counts,8136
HRV,Croatia,Europe,Violent offences,Serious assault,Total,2009,Counts,1059
HUN,Hungary,Europe,Violent offences,Serious assault,Total,2009,Counts,12787
IDN,Indonesia,Asia,Violent offences,Serious assault,Total,2009,Counts,35641
IND,India,Asia,Violent offences,Serious assault,Total,2009,Counts,279214
IRL,Ireland,Europe,Violent offences,Serious assault,Total,2009,Counts,15580
IRQ_C,Iraq (Central Iraq),Asia,Violent offences,Serious assault,Total,2009,Counts,17084
ISL,Iceland,Europe,Violent offences,Serious assault,Total,2009,Counts,79
ITA,Italy,Europe,Violent offences,Serious assault,Total,2009,Counts,65611
